system,no_sent,no_corefs,sent_sentim_0,sent_sentim_1,sent_sentim_2,sent_sentim_3,sent_sentim_4,tok_sentim_0,tok_sentim_1,tok_sentim_2,tok_sentim_3,tok_sentim_4,no_openie,NUMBER,PERSON,LOCATION,DATE,ORGANIZATION,MISC,DURATION,TIME,SET,ORDINAL,MONEY,PERCENT,named_entities,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,LS,MD,NN,NNS,NNP,NNPS,PDT,POS,PRP,PRP$,RB,RBR,RBS,RP,SYM,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB,OPEN_QUOT,PERIOD,COMMA,CLOSING_QUOT,TWO_PTS,SEMICOLON,DOLLAR,POUND,-LRB-,-RRB-,-LCB-,-RCB-,Attribution[S][N],Background[N][S],Background[S][N],Cause[N][S],Cause[S][N],Comparison[N][N],Comparison[N][S],Condition[N][S],Condition[S][N],Contrast[N][N],Contrast[N][S],Contrast[S][N],Elaboration[N][S],Enablement[N][S],Enablement[S][N],Evaluation[N][S],Evaluation[S][N],Explanation[N][S],Joint[N][N],same-unit[N][N],Summary[N][S],Temporal[N][N],Temporal[N][S],Temporal[S][N],textual-organization[N][N],Topic-Change[N][N],TotalRST
2093270.Y,5,4,0,3,2,0,0,0,6,101,8,0,37,1,0,1,3,0,2,4,0,0,0,0,0,11,3,3,20,0,0,12,14,0,1,0,0,17,7,2,0,0,0,1,1,2,0,0,0,0,2,0,2,1,3,5,2,7,0,0,0,1,0,5,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,2,0,0,0,0,0,0,0,14
21388576.Y,5,4,0,5,0,0,0,0,11,114,1,0,21,0,7,0,1,1,0,0,0,0,0,0,0,9,6,0,12,0,0,15,9,0,0,0,1,21,2,8,0,0,2,7,2,6,0,0,0,0,3,0,1,2,4,6,4,4,0,0,0,1,0,5,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,13
12798515.Y,7,5,1,4,0,1,1,2,4,114,6,0,32,2,3,0,0,0,0,2,0,0,0,0,0,7,6,3,17,0,0,10,13,0,0,0,1,20,6,3,0,0,1,6,3,0,0,1,0,0,4,0,6,0,3,1,2,9,1,0,0,1,0,7,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,4,0,0,1,0,1,2,0,0,0,0,0,0,0,13
15841250.Y,7,3,0,3,4,0,0,0,2,111,3,0,40,0,13,0,0,0,0,3,0,0,1,0,0,17,0,1,9,0,0,16,7,0,0,0,0,17,3,13,0,0,0,3,4,7,0,0,1,0,3,0,2,0,0,2,0,12,0,2,0,1,0,7,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,12
21287649.Y,5,3,0,3,1,1,0,0,2,111,6,0,2,1,15,1,0,0,1,0,0,0,0,0,0,18,1,1,7,0,0,14,11,0,0,0,1,10,4,18,0,0,0,2,5,6,0,0,0,0,4,0,5,0,3,1,0,7,0,3,0,0,0,5,5,0,0,0,0,0,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,11
11100390.Y,8,7,0,5,1,2,0,0,7,114,5,1,20,0,18,4,1,0,0,0,0,0,0,0,0,23,1,0,8,1,0,18,1,0,0,0,0,18,2,19,0,0,2,3,2,6,0,0,2,0,6,0,4,0,3,1,0,9,0,0,0,0,0,8,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,2,0,1,0,0,0,0,0,0,14
33923927.Y,6,3,0,3,1,2,0,0,2,113,6,2,25,0,11,0,0,0,0,0,0,0,0,0,0,11,5,0,9,0,0,16,7,0,0,0,1,22,0,15,0,0,1,4,4,2,0,0,1,0,2,0,5,1,3,1,0,13,0,1,0,0,0,5,5,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,4,0,0,0,0,0,0,0,14
29489347.Y,4,4,0,3,0,1,0,0,5,105,5,1,35,0,0,2,1,0,3,1,0,1,0,0,0,8,3,0,16,0,0,12,8,0,0,0,0,18,4,10,0,0,1,1,3,4,0,0,2,0,4,0,2,1,2,7,3,6,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,1,1,1,0,0,0,0,0,0,11
3405396.Y,4,1,0,4,0,0,0,0,3,116,5,1,49,1,10,1,0,0,2,4,0,0,0,0,0,18,5,2,11,0,0,17,6,0,0,0,0,17,6,16,0,0,2,3,4,4,0,1,1,0,2,0,1,1,2,5,1,7,0,0,0,1,0,4,6,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,9
14079871.Y,6,2,0,4,1,1,0,0,3,112,2,0,33,2,7,5,4,0,1,0,0,0,0,0,0,19,2,4,13,0,0,14,8,2,0,0,0,13,3,10,0,0,1,2,4,8,0,0,0,0,0,0,0,0,2,4,0,11,1,1,0,0,0,6,7,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,13
12719322.Y,8,3,0,6,2,0,0,0,1,124,1,0,31,2,3,9,0,4,5,0,0,0,0,0,0,23,4,2,15,0,0,7,9,0,0,0,1,15,5,19,4,0,1,1,2,1,0,0,0,0,4,0,2,1,2,4,5,6,0,1,0,1,0,8,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,1,0,0,1,0,0,0,13
29649592.Y,2,2,1,1,0,0,0,0,4,127,1,1,20,0,4,6,0,1,7,0,0,0,0,0,0,18,3,0,16,0,0,18,12,1,0,0,0,15,7,20,0,0,0,2,3,0,0,0,0,0,4,0,3,1,2,1,2,3,0,0,0,1,0,2,11,0,2,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,8
28374339.W,8,3,0,3,3,2,0,0,3,128,1,1,42,0,13,2,0,0,0,0,0,0,1,0,0,16,4,0,9,0,0,16,7,0,0,0,0,15,2,17,0,0,2,4,7,7,0,0,0,0,6,0,5,1,1,1,0,12,0,2,0,0,1,8,5,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9,2,0,0,0,2,2,0,0,0,0,0,0,0,17
15250411.W,4,2,0,4,0,0,0,0,2,119,8,0,50,0,6,1,2,0,8,0,0,0,0,0,0,17,2,0,17,0,0,19,10,0,0,0,0,20,6,11,2,0,4,0,3,3,0,0,0,0,2,0,2,1,1,3,0,6,0,1,0,1,2,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,11
36621772.W,5,4,0,3,0,2,0,0,4,105,6,0,33,1,0,1,2,0,0,0,0,0,0,0,0,4,3,2,17,0,0,14,8,0,0,0,1,22,6,1,0,0,1,2,2,2,0,0,1,0,2,0,1,1,3,2,1,9,1,1,0,0,2,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,1,1,0,0,0,0,0,0,11
24062726.W,5,2,2,1,1,0,1,0,5,142,5,0,14,3,7,0,0,0,0,0,0,0,0,0,0,10,4,0,16,0,0,10,4,0,0,0,2,21,3,11,0,0,0,7,8,6,0,0,1,0,3,0,5,0,2,2,3,7,0,0,0,2,4,5,21,4,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,3,2,0,1,0,0,0,0,18
10085500.W,4,5,0,3,1,0,0,0,3,118,5,0,36,0,7,0,3,0,0,5,0,0,1,0,0,16,3,2,6,0,0,10,9,1,0,0,1,19,2,8,0,0,2,5,7,6,0,0,0,0,7,0,5,0,4,5,2,6,0,1,0,0,1,4,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,3,1,0,0,0,0,0,0,11
24940480.W,4,4,1,3,0,0,0,0,6,120,4,0,16,3,2,0,0,0,1,0,0,0,0,0,0,6,6,3,13,0,0,10,6,0,0,0,1,19,14,3,0,0,0,1,2,2,0,0,1,0,3,0,7,0,9,4,3,5,3,0,0,1,1,4,8,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,1,1,0,0,0,0,0,0,16
15098889.W,9,2,0,5,0,4,0,0,0,119,1,1,29,0,0,0,0,0,0,2,0,2,0,0,0,4,2,1,17,0,0,12,3,0,0,0,0,24,4,0,0,0,0,8,4,3,0,0,0,0,5,0,3,5,6,1,1,4,0,0,0,1,0,9,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,8,0,0,0,0,1,1,0,0,0,0,0,0,0,14
10823667.W,4,1,0,2,0,2,0,0,2,104,3,0,17,0,0,0,0,0,4,0,0,0,0,0,0,4,6,0,10,0,0,10,7,0,1,0,1,19,6,4,0,0,0,5,3,4,0,0,0,0,4,0,5,1,0,5,0,7,0,2,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,3,1,0,0,0,0,0,0,10
770300.W,5,1,0,4,0,1,0,0,4,126,7,0,27,1,3,3,0,0,0,0,1,0,0,0,0,8,5,1,13,0,0,13,10,0,0,0,0,22,5,6,0,0,1,4,8,3,0,0,0,0,4,0,3,2,2,4,1,8,1,0,0,1,1,5,13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,1,0,0,0,0,0,0,12
26666832.W,6,4,0,3,0,3,0,0,1,106,7,1,28,0,7,1,0,0,0,0,0,0,0,0,0,8,2,0,14,0,0,12,5,0,0,0,0,18,7,8,1,0,0,3,3,3,1,0,0,0,3,0,3,0,3,1,0,11,1,1,0,1,1,6,3,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,13
32912072.W,5,3,0,4,1,0,0,0,5,116,4,0,35,3,10,2,0,0,1,2,0,0,0,0,0,18,4,4,8,0,0,15,8,0,0,0,0,15,6,12,0,0,0,2,5,4,0,0,0,0,4,0,3,0,4,1,1,7,0,1,0,2,0,5,14,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,2,0,0,0,0,0,0,15
32380648.W,7,2,0,3,2,2,0,1,1,126,5,0,31,1,7,2,4,0,0,2,3,0,0,0,0,19,3,5,7,0,0,12,7,0,0,0,0,19,3,13,0,0,0,10,4,0,0,0,0,0,6,0,5,1,2,3,1,10,0,2,0,0,1,7,7,1,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,9,1,0,0,0,1,2,0,0,0,0,0,0,0,17
17813880.W,5,2,0,4,1,0,0,0,1,110,1,0,16,0,11,0,1,0,0,0,0,0,1,0,0,13,4,0,15,0,0,12,3,1,0,0,0,17,4,10,0,0,0,2,1,5,0,0,0,0,7,0,3,1,4,4,0,7,0,1,0,0,0,5,5,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,8,0,0,0,0,0,1,2,0,0,0,0,0,0,15
18571533.W,5,4,0,4,0,1,0,0,1,102,4,0,40,0,4,0,5,0,0,5,0,0,0,0,0,14,6,2,11,0,0,8,9,0,0,0,0,19,8,4,0,0,0,3,2,5,0,0,0,0,3,0,3,0,0,5,7,3,0,0,0,2,0,5,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,3,0,0,0,0,0,0,0,11
32151115.W,9,4,0,6,2,1,0,0,6,121,2,1,36,1,15,2,0,3,1,2,0,0,0,0,0,24,8,2,5,0,0,13,4,0,0,0,0,18,2,27,0,0,0,2,1,7,0,0,0,0,4,0,7,4,1,0,2,11,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,1,4,1,0,0,0,0,0,0,21
32405156.W,5,3,0,3,2,0,0,0,3,129,2,0,30,1,8,1,2,1,0,7,0,0,0,0,0,20,5,3,17,0,0,16,6,1,0,0,0,27,6,10,0,0,1,4,4,3,1,0,0,0,3,0,4,0,0,0,0,9,0,1,0,1,0,4,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,1,0,0,0,12
13769297.W,6,5,0,6,0,0,0,1,8,117,3,0,17,1,7,2,1,0,1,0,0,0,0,0,0,12,2,0,10,0,0,13,11,0,0,0,3,21,1,13,0,0,2,7,3,6,0,0,0,0,2,0,3,3,2,3,0,8,2,1,0,2,0,6,5,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,16
28136271.W,8,4,0,4,3,1,0,0,5,110,4,1,28,1,8,0,4,4,0,0,0,0,0,0,0,17,1,1,19,0,0,15,4,0,0,0,1,24,3,15,0,0,0,1,2,1,0,0,1,0,2,0,4,0,4,2,3,5,0,1,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9
4398477.W,4,2,0,2,1,1,0,0,2,119,1,0,31,0,3,0,0,0,8,0,0,0,1,0,0,12,4,0,15,0,0,15,15,0,0,0,0,25,4,8,0,0,3,1,3,0,0,0,1,0,3,0,3,0,3,2,1,7,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,11
29278064.W,3,3,0,2,0,1,0,0,2,119,4,2,36,0,10,0,0,0,0,0,0,0,0,0,0,10,2,0,8,1,0,12,10,0,0,0,1,18,3,13,0,0,2,4,5,3,0,0,2,0,10,0,9,0,3,1,1,7,0,2,0,0,0,3,7,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,7,1,0,0,0,0,0,1,0,1,0,0,0,0,14
2642180.W,5,2,0,4,0,1,0,0,3,116,2,0,35,0,8,0,2,0,2,2,1,0,1,0,0,16,4,1,11,0,0,16,9,1,0,0,0,20,5,10,0,0,1,2,3,2,0,0,0,0,0,0,1,0,1,4,0,9,0,1,0,0,0,4,12,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9
6629405.W,4,2,1,3,0,0,0,0,1,172,4,0,14,11,9,2,0,3,3,5,0,0,0,0,0,33,1,12,9,0,0,7,8,0,0,0,0,38,4,29,2,0,0,0,0,1,0,0,0,6,0,0,0,3,2,3,0,1,0,0,0,0,1,3,1,1,9,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,12
7332392.W,3,1,0,3,0,0,0,0,10,97,1,0,21,0,2,0,1,0,1,0,0,0,0,0,0,4,2,0,18,0,0,15,8,0,0,0,1,16,5,3,0,0,0,2,3,4,0,0,2,0,4,0,4,0,2,4,2,5,1,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,1,0,0,1,1,0,0,12
14127574.W,6,3,1,3,0,2,0,0,4,113,6,1,26,0,5,0,0,1,0,0,0,0,0,0,0,6,4,0,11,0,0,10,8,0,0,0,1,15,7,7,0,0,0,1,4,5,0,0,2,0,7,0,8,1,0,7,1,7,0,1,0,3,0,6,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,8,0,0,0,0,0,2,0,0,0,0,0,0,0,13
2019025.W,3,1,0,2,0,1,0,0,1,123,7,0,26,1,6,9,0,0,2,0,0,0,0,0,0,18,3,1,15,0,0,18,8,0,0,0,0,21,5,17,0,0,0,2,1,6,0,0,0,0,3,0,0,0,3,3,0,9,0,2,0,1,1,3,5,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0,11
13759088.V,5,3,0,4,1,0,0,0,5,120,5,1,15,3,7,0,3,0,0,0,2,0,1,0,0,16,5,3,10,0,0,11,7,0,0,0,0,22,0,7,0,0,1,6,5,7,0,0,0,0,5,0,3,1,3,5,1,12,0,4,0,1,1,5,5,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,2,1,0,0,0,0,0,0,19
16593269.V,3,3,0,2,1,0,0,0,2,107,1,0,23,0,4,1,0,0,0,3,0,0,0,0,0,8,4,1,16,0,0,13,3,0,0,0,2,19,6,7,0,0,0,1,1,5,0,0,2,0,4,0,6,0,1,4,0,5,0,0,0,0,1,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,7
19322734.V,5,5,0,4,0,1,0,0,2,132,6,0,35,2,10,0,0,0,0,0,0,0,0,0,0,12,4,2,17,0,0,15,8,0,0,0,0,12,12,20,3,1,2,2,1,3,0,0,1,0,1,0,2,0,1,4,1,5,0,1,0,0,4,5,2,4,3,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,1,0,0,0,0,0,0,11
8272243.V,3,5,1,2,0,0,0,0,4,122,0,1,19,4,1,4,2,0,0,0,2,0,0,0,0,13,2,4,22,0,0,13,6,0,0,0,1,29,3,6,1,0,1,3,0,0,0,0,1,0,5,0,6,0,0,1,2,4,0,1,0,0,1,3,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,9
3667955.V,4,3,0,2,2,0,0,0,4,123,5,0,27,0,8,5,3,0,3,0,0,0,0,0,0,19,5,0,8,0,0,19,10,0,0,0,0,20,7,14,0,0,4,1,7,2,0,0,1,0,5,0,4,3,3,4,1,2,1,0,0,0,0,4,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,2,0,0,1,0,0,0,11
33052281.V,8,3,0,6,2,0,0,0,6,109,5,0,25,1,14,1,0,0,0,0,0,0,0,0,0,16,5,1,12,0,0,12,3,0,0,0,0,17,4,15,0,0,1,6,4,2,0,0,0,0,1,0,3,0,2,6,0,11,0,0,1,0,0,7,3,0,0,0,0,0,2,2,0,0,2,1,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,1,0,0,2,1,0,0,0,15
